Fri Jul 10 13:19:39 2020    rand_data_py_profile.txt

         525909358 function calls (521666802 primitive calls) in 236.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.001    0.001 copy.py:49(<module>)
       19    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 reduction.py:10(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
        1    0.000    0.000    0.001    0.001 range.py:36(RangeIndex)
        7    0.000    0.000    0.000    0.000 common.py:40(is_url)
      148    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        6    0.000    0.000    0.000    0.000 base.py:5203(_make_logical_function)
        1    0.000    0.000    0.005    0.005 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:113(DatetimeArray)
       16    0.000    0.000    0.000    0.000 integer.py:609(_create_arithmetic_method)
      166    0.000    0.000    0.000    0.000 M20_cards.py:2314(<lambda>)
        1    0.000    0.000    0.000    0.000 construction.py:6(<module>)
       72    0.000    0.000    0.000    0.000 kl.py:68(decorator)
        7    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
       42    0.000    0.000    0.000    0.000 base.py:132(_make_arithmetic_op)
        1    0.000    0.000    0.000    0.000 pytables.py:1(<module>)
       45    0.000    0.000    0.000    0.000 Abilities_Effects.py:429(set_targets)
       72    0.000    0.000    0.000    0.000 __init__.py:1818(<lambda>)
       17    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.008    0.008 base.py:7(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:518(wrapper)
       44    0.000    0.000    0.000    0.000 M20_cards.py:2006(<lambda>)
       17    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
       11    0.000    0.000    0.000    0.000 common.py:259(infer_compression)
       12    0.000    0.000    0.000    0.000 Card_types.py:1046(attach_to)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       20    0.000    0.000    0.000    0.000 dtypes.py:867(construct_from_string)
        1    0.000    0.000    0.000    0.000 printing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.005    0.005 std.py:9(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       34    0.000    0.000    0.000    0.000 M20_cards.py:672(<lambda>)
       67    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.021    0.021 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        4    0.000    0.000    0.000    0.000 generic.py:11140(_make_min_count_stat_function)
        1    0.000    0.000    0.001    0.001 grouper.py:4(<module>)
      137    0.000    0.000    0.000    0.000 expr.py:161(<genexpr>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       20    0.000    0.000    0.000    0.000 dtypes.py:1072(construct_from_string)
        1    0.000    0.000    0.033    0.033 hub.py:1(<module>)
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        2    0.000    0.000    0.007    0.003 linear.py:1(<module>)
        2    0.000    0.000    0.001    0.000 distributed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constraint_registry.py:66(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 period.py:82(PeriodIndex)
        2    0.000    0.000    0.000    0.000 resnet.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:59(BaseGrouper)
        2    0.000    0.000    0.000    0.000 profiler.py:1(<module>)
        2    0.000    0.000    0.002    0.001 tensor.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
       13    0.000    0.000    0.000    0.000 nanops.py:51(__init__)
        1    0.000    0.000    0.000    0.000 reductions.py:336(init_reductions)
      143    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:116(get_win32_calls)
        1    0.000    0.000    0.000    0.000 generic.py:812(DataFrameGroupBy)
        2    0.000    0.000    0.001    0.000 indexing.py:1364(_getitem_lowerdim)
        3    0.000    0.000    0.001    0.000 parsers.py:1112(_make_engine)
        1    0.000    0.000    0.000    0.000 Card_types.py:199(become_copy)
        1    0.000    0.000    0.000    0.000 Image.py:3178(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 rolling.py:59(_Window)
        4    0.000    0.000    0.000    0.000 inspect.py:680(getsourcefile)
       13    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
        1    0.000    0.000    0.000    0.000 period.py:61(PeriodArray)
       54    0.000    0.000    0.000    0.000 six.py:177(_add_module)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      108    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
       48    0.000    0.000    0.000    0.000 M20_cards.py:724(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:487(_arith_method_SERIES)
        1    0.000    0.000    0.000    0.000 array.py:195(SparseArray)
        5    0.000    0.000    0.000    0.000 generic.py:11341(logical_func)
       45    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 common.py:5(<module>)
       16    0.000    0.000    0.001    0.000 accessor.py:146(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:4(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:1(<module>)
       27    0.000    0.000    0.003    0.000 linecache.py:15(getline)
        4    0.000    0.000    0.000    0.000 blocks.py:554(astype)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
       45    0.000    0.000    0.000    0.000 Abilities_Effects.py:486(make_choices)
        1    0.000    0.000    0.000    0.000 offsets.py:2678(Day)
      159    0.000    0.000    0.000    0.000 expr.py:230(_node_not_implemented)
       27    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.018    0.009 generic.py:10342(_add_series_or_dataframe_operations)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
       24    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 accessor.py:6(<module>)
       24    0.000    0.000    0.000    0.000 Card_types.py:1069(leave_zone_effects)
        6    0.000    0.000    0.000    0.000 M20_cards.py:1010(Loxodon_Lifechanter_pump)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 hashlib.py:54(<module>)
        1    0.000    0.000    0.270    0.270 Game.py:1(<module>)
       40    0.000    0.000    0.000    0.000 __init__.py:221(_get_frame_op_default_axis)
        1    0.000    0.000    0.000    0.000 base.py:131(SelectionMixin)
       16    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
        2    0.000    0.000    0.001    0.001 inspect.py:760(findsource)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
      110    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.013    0.013 overrides.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        2    0.000    0.000    0.000    0.000 generic.py:133(pinner)
        1    0.000    0.000    0.000    0.000 imagenet.py:1(<module>)
        9    0.000    0.000    0.002    0.000 Player.py:212(search_library)
        6    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
       14    0.000    0.000    0.000    0.000 expr.py:166(_filter_nodes)
      115    0.000    0.000    0.000    0.000 expr.py:172(<lambda>)
        7    0.000    0.000    0.000    0.000 Card_types.py:998(__init__)
      175    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.016    0.016 _pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
       30    0.000    0.000    0.000    0.000 generic.py:89(generate_property)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construction.py:4(<module>)
        1    0.000    0.000    0.001    0.001 align.py:2(<module>)
       80    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.002    0.002 _parser.py:30(<module>)
        1    0.000    0.000    0.000    0.000 docstrings.py:3(<module>)
       16    0.000    0.000    0.000    0.000 offsets.py:93(apply_wraps)
        3    0.000    0.000    0.000    0.000 managers.py:979(iget)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
        4    0.000    0.000    0.059    0.015 frame.py:6731(apply)
       22    0.000    0.000    0.000    0.000 Zones.py:107(__init__)
       46    0.000    0.000    0.000    0.000 constraint_registry.py:87(register)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
       17    0.000    0.000    0.000    0.000 getlimits.py:521(max)
       10    0.000    0.000    0.000    0.000 random.py:174(randrange)
       23    0.000    0.000    0.000    0.000 M20_cards.py:2582(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 ewm.py:30(EWM)
        6    0.000    0.000    0.000    0.000 parsers.py:367(_validate_integer)
        1    0.000    0.000    0.002    0.002 Card_types.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
       13    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       47    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
      121    0.000    0.000    0.000    0.000 managers.py:1815(<lambda>)
        1    0.000    0.000    0.000    0.000 rolling.py:772(Window)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       84    0.000    0.000    0.000    0.000 construction.py:252(<listcomp>)
        3    0.000    0.000    0.000    0.000 parsers.py:2110(<dictcomp>)
       23    0.000    0.000    0.000    0.000 Abilities_Effects.py:705(__init__)
       70    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 {method 'unique' of 'pandas._libs.hashtable.Int64HashTable' objects}
        1    0.000    0.000    0.026    0.026 module.py:1(<module>)
        4    0.000    0.000    0.001    0.000 indexing.py:1902(_getitem_axis)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        1    0.000    0.000    0.000    0.000 base.py:590(IndexOpsMixin)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       24    0.000    0.000    0.000    0.000 utils.py:95(__init__)
        4    0.000    0.000    0.005    0.001 platform.py:923(uname)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.012    0.012 lsun.py:1(<module>)
       19    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        4    0.000    0.000    0.002    0.001 generic.py:3907(drop)
        4    0.000    0.000    0.000    0.000 generic.py:5563(astype)
        7    0.000    0.000    0.000    0.000 range.py:155(_data)
       39    0.000    0.000    0.000    0.000 M20_cards.py:445(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        1    0.000    0.000    0.000    0.000 html.py:5(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        6    0.000    0.000    0.001    0.000 base.py:993(to_native_types)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        2    0.000    0.000    0.002    0.001 frontend.py:122(<listcomp>)
        2    0.000    0.000    0.001    0.001 arrayprint.py:494(_array2string)
        1    0.000    0.000    0.000    0.000 Image.py:513(Image)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.003    0.003 __init__.py:192(<module>)
       10    0.000    0.000    0.000    0.000 random.py:218(randint)
        6    0.000    0.000    0.000    0.000 groupby.py:1341(groupby_function)
        3    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
       19    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
